timestamp,market_id,regime,source_family,resolver,resolver_confidence,seconds_to_resolution,volume,yes_best_bid,yes_best_ask,no_best_bid,no_best_ask,yes_mid,no_mid,yes_spread_bps,no_spread_bps,yes_microprice,no_microprice,yes_imbalance,no_imbalance,yes_no_sum,dislocation,sequence,active_signal_family
1774732675.644,1682614,calm,sports,official_sports_feed,0.6,721.7032070159912,2423185.691262,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5492494887609051,0.0,0.5818993281226518,0.0,0.545,0.0,0,none
1774732677.622,1750517,one_sided,sports,official_sports_feed,0.6,721.55122590065,161265.1406959997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.39003604311290074,0.0,-0.9659261189234376,0.0,0.395,0.0,0,none
1774732678.54,1749870,one_sided,sports,official_sports_feed,0.6,721.4359803199768,82896.06335000003,0.43,0.44,0.0,0.0,0.435,0.0,229.88505747126456,0.0,0.4300288313499241,0.0,-0.9678514720366335,0.0,0.435,0.0,0,none
1774732673.146,1476618,one_sided,sports,official_sports_feed,0.6,9721.30296421051,433350.0827469991,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588874895171193,0.0,0.6597646797888324,0.0,0.455,0.0,0,none
1774732678.413,1739839,calm,sports,official_sports_feed,0.6,3061.1859254837036,5884658.278568992,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7596849267837132,0.0,0.12058205302258776,0.0,0.755,0.0,0,none
1774732678.838,1753593,stressed,sports,official_sports_feed,0.6,67321.07335639,443884.4970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945902763946898,0.0,0.7699868149828822,0.0,0.245,0.0,0,none
1774732678.795,658931,stressed,general,manual_review_required,0.2,528120.9492123127,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23007372240566779,0.0,0.8647391988802121,0.0,0.235,0.0,0,none
1774732678.765,1507751,stressed,politics,official_election_reporting,0.55,2774520.8102464676,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281019619499544,0.0,0.5698989830070085,0.0,0.065,0.0,0,none
1774732673.013,566188,stressed,general,manual_review_required,0.2,5107320.67743206,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17747512228698095,0.0,0.11499999999999999,0.0,0,none
1774732676.456,566187,calm,general,manual_review_required,0.2,5107320.558202028,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07268045559448306,0.0,0.885,0.0,0,none
1774732677.0,566137,stressed,general,manual_review_required,0.2,5452920.437077522,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.03227601156192801,0.0,0.07500000000000001,0.0,0,none
1774732700.725,1739838,stressed,sports,official_sports_feed,0.6,12638.94062781334,3486100.2987079932,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.2857460400098934,0.0,-0.6027678908038314,0.0,0.28500000000000003,0.0,0,none
1774732699.994,1753632,one_sided,sports,official_sports_feed,0.6,85598.7760374546,248227.06567600043,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.33995820236192786,0.0,0.9744118368902899,0.0,0.335,0.0,0,none
1774732700.907,1682614,calm,sports,official_sports_feed,0.6,698.6149201393127,2423185.691262,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5492552239864948,0.0,0.5821920868932593,0.0,0.545,0.0,0,none
1774732701.0,1750517,one_sided,sports,official_sports_feed,0.6,698.4558749198914,161265.1406959997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.39003604311290074,0.0,-0.9647111663660707,0.0,0.395,0.0,0,none
1774732701.071,1749870,one_sided,sports,official_sports_feed,0.6,698.3300929069519,82896.06335000003,0.43,0.44,0.0,0.0,0.435,0.0,229.88505747126456,0.0,0.43002878243119425,0.0,-0.9678511155890873,0.0,0.435,0.0,0,none
1774732701.001,1476618,one_sided,sports,official_sports_feed,0.6,9698.173741102219,433350.0827469991,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.45888507386353056,0.0,0.6600186891147556,0.0,0.455,0.0,0,none
1774732696.982,1739839,calm,sports,official_sports_feed,0.6,3038.0231754779816,5884658.278568992,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7596856156310373,0.0,0.12081252009265345,0.0,0.755,0.0,0,none
1774732700.162,1753593,stressed,sports,official_sports_feed,0.6,67297.86989474297,443884.4970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945999093746826,0.0,0.77036629579621,0.0,0.245,0.0,0,none
1774732700.407,658931,stressed,general,manual_review_required,0.2,528097.7290799618,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23007378413283439,0.0,0.8646173903933626,0.0,0.235,0.0,0,none
1774732691.391,1507751,stressed,politics,official_election_reporting,0.55,2774497.5723056793,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281061867840215,0.0,0.5699090070303293,0.0,0.065,0.0,0,none
1774732699.816,566188,stressed,general,manual_review_required,0.2,5107297.419803381,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17747512228698095,0.0,0.11499999999999999,0.0,0,none
1774732696.238,566187,calm,general,manual_review_required,0.2,5107297.249859333,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07271165385097886,0.0,0.885,0.0,0,none
1774732699.0,566137,stressed,general,manual_review_required,0.2,5452897.104523659,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.03228377130527109,0.0,0.07500000000000001,0.0,0,none
1774732757.522,1753632,one_sided,sports,official_sports_feed,0.6,85536.45049858093,248233.76567600045,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.33995817916206666,0.0,0.974401434091397,0.0,0.335,0.0,0,none
1774732763.641,1682614,calm,sports,official_sports_feed,0.6,636.3336660861969,2773265.733653,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5491558689900331,0.0,0.5645076606688683,0.0,0.545,0.0,0,none
1774732757.511,1750517,one_sided,sports,official_sports_feed,0.6,636.195300579071,161466.7279009997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.3900243574941177,0.0,-0.9666495950721131,0.0,0.395,0.0,0,none
1774732763.852,1749870,one_sided,sports,official_sports_feed,0.6,636.0659217834473,82926.06335000003,0.43,0.44,0.0,0.0,0.435,0.0,229.88505747126456,0.0,0.4300015779588017,0.0,-0.9702367167179197,0.0,0.435,0.0,0,none
1774732749.239,1476618,one_sided,sports,official_sports_feed,0.6,9635.919674873352,449563.67305499915,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588852332090251,0.0,0.6601669207389095,0.0,0.455,0.0,0,none
1774732750.357,1739839,calm,sports,official_sports_feed,0.6,2975.7889046669006,5894388.653827991,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7596856212449339,0.0,0.12081252009265345,0.0,0.755,0.0,0,none
1774732760.994,1753593,stressed,sports,official_sports_feed,0.6,67235.63796663284,443892.3970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945850472659323,0.0,0.7697826464259758,0.0,0.245,0.0,0,none
1774732763.132,1739838,stressed,sports,official_sports_feed,0.6,12575.50400686264,3730150.918418994,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.2857456495336312,0.0,-0.6009897080742991,0.0,0.28500000000000003,0.0,0,none
1774732757.878,658931,stressed,general,manual_review_required,0.2,528035.3496551514,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23007378413283439,0.0,0.8643316259258521,0.0,0.235,0.0,0,none
1774732755.395,1507751,stressed,politics,official_election_reporting,0.55,2774435.199850321,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281068827608924,0.0,0.5722738917105403,0.0,0.065,0.0,0,none
1774732763.102,566188,stressed,general,manual_review_required,0.2,5107235.07242322,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17747345571633885,0.0,0.11499999999999999,0.0,0,none
1774732760.211,566187,calm,general,manual_review_required,0.2,5107234.933584452,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07269276323185211,0.0,0.885,0.0,0,none
1774732743.015,566137,stressed,general,manual_review_required,0.2,5452834.787088871,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.032118020342503564,0.0,0.07500000000000001,0.0,0,none
1774732772.669,1753632,one_sided,sports,official_sports_feed,0.6,85527.12484693527,248233.76567600045,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.33995816756092745,0.0,0.9743944565749799,0.0,0.335,0.0,0,none
1774732771.879,1682614,calm,sports,official_sports_feed,0.6,626.9892756938934,2773265.733653,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5491559240332986,0.0,0.5591100414557159,0.0,0.545,0.0,0,none
1774732771.781,1750517,one_sided,sports,official_sports_feed,0.6,626.875077009201,161466.7279009997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.3900248733389135,0.0,-0.96661187859022,0.0,0.395,0.0,0,none
1774732773.001,1749870,one_sided,sports,official_sports_feed,0.6,626.7407991886139,82926.06335000003,0.43,0.44,0.0,0.0,0.435,0.0,229.88505747126456,0.0,0.4300015779588017,0.0,-0.9702367167179197,0.0,0.435,0.0,0,none
1774732772.542,1476618,one_sided,sports,official_sports_feed,0.6,9626.604631662369,449563.67305499915,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588846086073947,0.0,0.6601084780596308,0.0,0.455,0.0,0,none
1774732766.828,1739839,calm,sports,official_sports_feed,0.6,2966.468801498413,5894388.653827991,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7596856212449339,0.0,0.12558080412798425,0.0,0.755,0.0,0,none
1774732772.379,1753593,stressed,sports,official_sports_feed,0.6,67226.34137940407,443892.3970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945766950380813,0.0,0.769453650721298,0.0,0.245,0.0,0,none
1774732763.132,1739838,stressed,sports,official_sports_feed,0.6,12566.193948984146,3730150.918418994,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.2857456495336312,0.0,-0.6009897080742991,0.0,0.28500000000000003,0.0,0,none
1774732772.328,658931,stressed,general,manual_review_required,0.2,528026.0407493114,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23007378413283439,0.0,0.8645071374867317,0.0,0.235,0.0,0,none
1774732755.395,1507751,stressed,politics,official_election_reporting,0.55,2774425.8957543373,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281068827608924,0.0,0.5722738917105403,0.0,0.065,0.0,0,none
1774732769.69,566188,stressed,general,manual_review_required,0.2,5107225.738425255,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17747345571633885,0.0,0.11499999999999999,0.0,0,none
1774732760.211,566187,calm,general,manual_review_required,0.2,5107225.591526508,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07269276323185211,0.0,0.885,0.0,0,none
1774732765.473,566137,stressed,general,manual_review_required,0.2,5452825.440751076,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.03211026309087231,0.0,0.07500000000000001,0.0,0,none
1774732830.2,1753632,one_sided,sports,official_sports_feed,0.6,85464.89186382294,248233.76567600045,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.3399397763764805,0.0,0.9708136126908921,0.0,0.335,0.0,0,none
1774732834.812,1682614,calm,sports,official_sports_feed,0.6,564.7321166992188,2773265.733653,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5491735317759371,0.0,0.544408957483842,0.0,0.545,0.0,0,none
1774732831.394,1750517,one_sided,sports,official_sports_feed,0.6,564.5692617893219,161466.7279009997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.39002432365283435,0.0,-0.9600599954752445,0.0,0.395,0.0,0,none
1774732835.38,1749870,one_sided,sports,official_sports_feed,0.6,564.440018415451,82926.06335000003,0.43,0.44,0.0,0.0,0.435,0.0,229.88505747126456,0.0,0.4300015788841107,0.0,-0.9627419388278694,0.0,0.435,0.0,0,none
1774732820.649,1476618,one_sided,sports,official_sports_feed,0.6,9564.289478302002,449563.67305499915,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588852186544404,0.0,0.6601395124544848,0.0,0.455,0.0,0,none
1774732825.262,1739839,calm,sports,official_sports_feed,0.6,2904.1410672664642,5894388.653827991,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7596855802588773,0.0,0.12079413835198305,0.0,0.755,0.0,0,none
1774732834.994,1753593,stressed,sports,official_sports_feed,0.6,67164.00510907173,443892.3970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945776934570962,0.0,0.7694759106899233,0.0,0.245,0.0,0,none
1774732835.691,1739838,stressed,sports,official_sports_feed,0.6,12503.84299659729,3730150.918418994,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.28573770114102687,0.0,-0.6009708044192332,0.0,0.28500000000000003,0.0,0,none
1774732815.274,658931,stressed,general,manual_review_required,0.2,527963.7048344612,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23003412762136902,0.0,0.8743337334079804,0.0,0.235,0.0,0,none
1774732833.497,1507751,stressed,politics,official_election_reporting,0.55,2774363.5669903755,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281070084554555,0.0,0.5720471594253562,0.0,0.065,0.0,0,none
1774732834.175,566188,stressed,general,manual_review_required,0.2,5107163.435662985,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17747345571633885,0.0,0.11499999999999999,0.0,0,none
1774732832.233,566187,calm,general,manual_review_required,0.2,5107163.3157942295,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07269276323185211,0.0,0.885,0.0,0,none
1774732826.001,566137,stressed,general,manual_review_required,0.2,5452763.17823863,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.032292236612880616,0.0,0.07500000000000001,0.0,0,none
1774732896.422,1753632,one_sided,sports,official_sports_feed,0.6,85402.72527003288,248233.76567600045,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.3399397763764805,0.0,0.9708121858494749,0.0,0.335,0.0,0,none
1774732897.297,1682614,calm,sports,official_sports_feed,0.6,502.5926399230957,2773265.733653,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5486696459769453,0.0,0.5298686781443056,0.0,0.545,0.0,0,none
1774732896.178,1750517,one_sided,sports,official_sports_feed,0.6,502.47253036499023,161466.7279009997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.39002398522737214,0.0,-0.9619878309131246,0.0,0.395,0.0,0,none
1774732896.184,1749870,one_sided,sports,official_sports_feed,0.6,502.3488085269928,82926.06335000003,0.42,0.43,0.0,0.0,0.425,0.0,235.29411764705904,0.0,0.4249048985900388,0.0,-0.9647223770997017,0.0,0.425,0.0,0,none
1774732897.159,1476618,calm,sports,official_sports_feed,0.6,9502.215004444122,449563.67305499915,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588831475850693,0.0,0.5963797981549351,0.0,0.455,0.0,0,none
1774732897.159,1739839,calm,sports,official_sports_feed,0.6,2842.088415145874,5894388.653827991,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.759691340444201,0.0,0.12103029566927072,0.0,0.755,0.0,0,none
1774732898.033,1753593,stressed,sports,official_sports_feed,0.6,67101.94004106522,443892.3970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.2494575886855137,0.0,0.7694042168939739,0.0,0.245,0.0,0,none
1774732898.14,1739838,stressed,sports,official_sports_feed,0.6,12441.784183502197,3730150.918418994,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.2855628121345238,0.0,-0.6019192802773634,0.0,0.28500000000000003,0.0,0,none
1774732897.91,658931,stressed,general,manual_review_required,0.2,527901.663469553,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23003412762136902,0.0,0.8628238050222317,0.0,0.235,0.0,0,none
1774732883.393,1507751,stressed,politics,official_election_reporting,0.55,2774301.540205002,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281048211659286,0.0,0.5719595561957183,0.0,0.065,0.0,0,none
1774732897.634,566188,stressed,general,manual_review_required,0.2,5107101.402725935,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17748278842495063,0.0,0.11499999999999999,0.0,0,none
1774732850.722,566187,calm,general,manual_review_required,0.2,5107101.280676603,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07269276323185211,0.0,0.885,0.0,0,none
1774732891.834,566137,stressed,general,manual_review_required,0.2,5452701.147785187,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.03211026309087231,0.0,0.07500000000000001,0.0,0,none
1774732954.984,1753632,one_sided,sports,official_sports_feed,0.6,85340.72215771675,248233.76567600045,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.33993976700287915,0.0,0.9708103056908238,0.0,0.335,0.0,0,none
1774732959.002,1682614,calm,sports,official_sports_feed,0.6,440.5694668292999,2773265.733653,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5482459265260214,0.0,0.5164917801046472,0.0,0.545,0.0,0,none
1774732951.739,1750517,one_sided,sports,official_sports_feed,0.6,440.4202952384949,161466.7279009997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.3900193538944377,0.0,-0.9635486940084567,0.0,0.395,0.0,0,none
1774732958.513,1749870,one_sided,sports,official_sports_feed,0.6,440.2930941581726,82926.06335000003,0.42,0.43,0.0,0.0,0.425,0.0,235.29411764705904,0.0,0.42548773674506957,0.0,-0.9665832947199159,0.0,0.425,0.0,0,none
1774732952.282,1476618,calm,sports,official_sports_feed,0.6,9440.156950950623,449563.67305499915,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588825232674456,0.0,0.5924970297036052,0.0,0.455,0.0,0,none
1774732959.481,1739839,calm,sports,official_sports_feed,0.6,2780.0358662605286,5894388.653827991,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7582231489891753,0.0,0.09140439964429363,0.0,0.755,0.0,0,none
1774732955.947,1753593,stressed,sports,official_sports_feed,0.6,67039.88344454765,443892.3970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945773855833858,0.0,0.7694616672760919,0.0,0.245,0.0,0,none
1774732959.96,1739838,stressed,sports,official_sports_feed,0.6,12379.761305093765,3730150.918418994,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.2857596102211095,0.0,-0.603687536186187,0.0,0.28500000000000003,0.0,0,none
1774732958.434,658931,stressed,general,manual_review_required,0.2,527839.6384642124,1064488.5965089907,0.23,0.24,0.0,0.0,0.235,0.0,425.53191489361626,0.0,0.23003412762136902,0.0,0.8737902602077596,0.0,0.235,0.0,0,none
1774732947.387,1507751,stressed,politics,official_election_reporting,0.55,2774239.494613409,12264803.396659158,0.06,0.07,0.0,0.0,0.065,0.0,1538.4615384615397,0.0,0.06281147706119766,0.0,0.57224805618989,0.0,0.065,0.0,0,none
1774732959.086,566188,stressed,general,manual_review_required,0.2,5107039.307919502,9683351.784599973,0.11,0.12,0.0,0.0,0.11499999999999999,0.0,869.565217391304,0.0,0.119531516737503,0.0,0.17748278842495063,0.0,0.11499999999999999,0.0,0,none
1774732959.439,566187,calm,general,manual_review_required,0.2,5107039.188187122,8174002.215825508,0.88,0.89,0.0,0.0,0.885,0.0,112.99435028248598,0.0,0.8800030898613415,0.0,-0.07279109839697889,0.0,0.885,0.0,0,none
1774732952.0,566137,stressed,general,manual_review_required,0.2,5452639.0577812195,3190162.2267860086,0.07,0.08,0.0,0.0,0.07500000000000001,0.0,1333.3333333333326,0.0,0.07352213139684999,0.0,0.032292236612880616,0.0,0.07500000000000001,0.0,0,none
1774733014.624,1753632,one_sided,sports,official_sports_feed,0.6,85278.64767384529,248233.76567600045,0.33,0.34,0.0,0.0,0.335,0.0,298.5074626865674,0.0,0.33993977620472515,0.0,0.9704548529221554,0.0,0.335,0.0,0,none
1774733021.113,1682614,calm,sports,official_sports_feed,0.6,378.5200729370117,2773265.733653,0.54,0.55,0.0,0.0,0.545,0.0,183.48623853211024,0.0,0.5482567182945779,0.0,0.49796181484676105,0.0,0.545,0.0,0,none
1774733007.052,1750517,one_sided,sports,official_sports_feed,0.6,378.3718283176422,161466.7279009997,0.39,0.4,0.0,0.0,0.395,0.0,253.16455696202553,0.0,0.3900188371035329,0.0,-0.9634257375654313,0.0,0.395,0.0,0,none
1774733017.25,1749870,one_sided,sports,official_sports_feed,0.6,378.26145792007446,82926.06335000003,0.42,0.43,0.0,0.0,0.425,0.0,235.29411764705904,0.0,0.42548773674506957,0.0,-0.9667970067022378,0.0,0.425,0.0,0,none
1774733018.466,1476618,one_sided,sports,official_sports_feed,0.6,9378.140206336975,449563.67305499915,0.45,0.46,0.0,0.0,0.455,0.0,219.78021978021997,0.0,0.4588856967306775,0.0,0.6549875604537578,0.0,0.455,0.0,0,none
1774733018.769,1739839,calm,sports,official_sports_feed,0.6,2717.9959654808044,5894388.653827991,0.75,0.76,0.0,0.0,0.755,0.0,132.45033112582794,0.0,0.7582230932813605,0.0,0.08689390039412928,0.0,0.755,0.0,0,none
1774733021.328,1753593,stressed,sports,official_sports_feed,0.6,66977.82613277435,443892.3970900001,0.24,0.25,0.0,0.0,0.245,0.0,408.1632653061228,0.0,0.24945773205282964,0.0,0.7686077901105559,0.0,0.245,0.0,0,none
1774733021.392,1739838,stressed,sports,official_sports_feed,0.6,12317.69704246521,3730150.918418994,0.28,0.29,0.0,0.0,0.28500000000000003,0.0,350.87719298245446,0.0,0.2857562932264337,0.0,-0.5189867404933804,0.0,0.28500000000000003,0.0,0,none
